Level,TotalBalls,Targets,Speed,Correct,Wrong,Accuracy,TAR_Median,ResponseTime(s)
1,6,2,2.50,2,0,1.00,0.73,5.96
2,7,3,2.50,3,0,1.00,1.73,7.09
3,8,4,2.50,4,0,1.00,0.80,8.40
4,8,4,2.80,4,0,1.00,0.88,8.47
5,8,4,3.10,4,0,1.00,0.51,6.76
6,9,5,2.60,5,0,1.00,0.89,8.91
7,9,5,2.70,5,0,1.00,0.64,7.76
8,9,5,2.80,5,0,1.00,0.49,6.94
