Level,TotalBalls,Targets,Speed,Correct,Wrong,Accuracy,TAR_Median,ResponseTime(s)
1,4,1,1.00,1,0,1.00,0.46,5.04
2,6,2,1.50,2,0,1.00,0.44,7.35
3,6,2,2.00,2,0,1.00,0.51,4.78
4,8,3,2.00,3,0,1.00,0.48,6.88
5,8,3,2.50,3,0,1.00,0.28,5.19
6,10,3,2.50,3,0,1.00,0.45,5.02
7,10,4,3.00,1,3,0.25,0.68,9.97
8,12,5,3.50,2,3,0.40,0.75,9.15
