Level,TotalBalls,Targets,Speed,Correct,Wrong,Accuracy,TAR_Median,ResponseTime(s)
1,4,1,1.00,1,0,1.00,0.79,5.42
2,6,2,1.50,2,0,1.00,0.91,6.12
3,6,2,2.00,2,0,1.00,0.50,5.94
4,8,3,2.00,3,0,1.00,0.54,6.35
5,8,3,2.50,3,0,1.00,0.65,6.46
6,10,3,2.50,3,0,1.00,0.97,6.27
7,10,4,3.00,2,2,0.50,0.61,15.85
8,12,5,3.50,5,0,1.00,0.99,7.92
