Level,TotalBalls,Targets,Speed,Correct,Wrong,Accuracy,TAR_Median,ResponseTime(s)
1,6,2,2.50,2,0,1.00,0.53,9.80
2,8,3,2.80,2,1,0.67,0.54,9.25
3,6,2,2.30,2,0,1.00,0.42,7.15
4,8,3,2.60,2,1,0.67,0.38,10.08
5,6,2,2.10,2,0,1.00,0.58,7.18
6,8,3,2.40,3,0,1.00,0.41,10.13
7,10,4,2.70,3,1,0.75,0.59,10.80
8,10,4,2.70,2,2,0.50,0.77,12.22
