Level,TotalBalls,Targets,Speed,Correct,Wrong,Accuracy,TAR_Median,ResponseTime(s)
1,4,1,1.00,1,0,1.00,1.02,4.92
2,6,2,1.50,2,0,1.00,1.64,5.53
3,6,2,2.00,2,0,1.00,0.68,5.36
4,8,3,2.00,3,0,1.00,0.90,6.52
5,8,3,2.50,3,0,1.00,0.94,6.18
6,10,3,2.50,3,0,1.00,0.82,6.05
7,10,4,3.00,3,1,0.75,1.67,7.55
8,12,5,3.50,4,1,0.80,1.06,8.06
