Level,TotalBalls,Targets,Speed,Correct,Wrong,Accuracy,TAR_Median,ResponseTime(s)
1,4,1,1.00,1,0,1.00,0.58,4.68
2,6,2,1.50,2,0,1.00,0.49,5.77
3,6,2,2.00,2,0,1.00,0.66,5.57
4,8,3,2.00,3,0,1.00,0.60,6.49
5,8,3,2.50,3,0,1.00,0.83,5.50
6,10,3,2.50,3,0,1.00,0.79,7.30
7,10,4,3.00,4,0,1.00,0.65,6.24
8,12,5,3.50,4,1,0.80,0.67,6.45
