lsl_time,tar,theta,alpha,artifact,unity_event_tag
4422.245398299999,-1.0000,0.00,0.00,1,
4422.567680799999,-1.0000,0.00,0.00,1,
4422.882320499999,-1.0000,0.00,0.00,1,
4423.1658529999995,-1.0000,0.00,0.00,1,
4423.481161099999,-1.0000,0.00,0.00,1,
4423.773681499999,-1.0000,0.00,0.00,1,
4424.087224399999,-1.0000,0.00,0.00,1,
4424.366744799999,0.4031,301.78,748.72,0,
4424.687242099999,0.4008,303.03,756.12,0,
4424.997084799999,0.3795,202.01,532.34,0,
4425.308815399999,0.3927,181.29,461.68,0,
4425.593645499999,0.5893,270.81,459.58,0,
4425.914427999999,0.8719,316.34,362.82,0,
4426.2134983999995,0.9794,267.63,273.25,0,
4426.522427399999,0.7768,190.33,245.02,0,
4426.828112799999,0.4426,129.36,292.27,0,
4427.130186199999,0.2853,112.48,394.23,0,
4427.445167199999,0.3527,185.94,527.20,0,
4427.737883899999,0.4965,290.25,584.56,0,
4428.026356599999,0.6622,370.18,559.03,0,
4428.358626299999,0.5880,325.50,553.54,0,
4428.648731899999,0.4280,198.02,462.70,0,
4428.960472699999,0.4295,100.73,234.51,0,
4429.241665899999,0.7127,90.53,127.02,0,
4429.563592399999,0.6094,127.28,208.85,0,
4429.845295199999,0.4579,143.86,314.19,0,
4430.163709399999,0.3824,106.41,278.27,0,
4430.478440699999,0.3899,56.88,145.89,0,
4430.785682099999,0.6119,64.29,105.06,0,
4431.059866299999,0.9524,152.01,159.62,0,
4431.387274399999,1.1811,271.09,229.52,0,
4431.660935199999,1.0940,264.24,241.53,0,
4432.0040389999995,0.6196,149.89,241.91,0,
4432.304796499999,0.2902,89.22,307.46,0,
4432.713406399999,0.3651,122.24,334.80,0,
4433.026975099999,0.7262,168.85,232.51,0,
4433.3093966999995,0.6421,147.93,230.39,0,
4433.632365499999,0.2757,91.80,332.99,0,
4433.909963299999,0.2098,77.02,367.08,0,
4434.229441099999,0.3197,103.14,322.66,0,
4434.547755599999,0.5296,177.81,335.76,0,
4434.838904899999,0.7795,290.46,372.64,0,
4435.161205899999,0.9375,319.90,341.23,0,
4435.448189099999,0.8570,279.20,325.77,0,
4435.745046699999,0.8076,278.04,344.27,0,
4436.074823999999,0.8379,257.18,306.93,0,
4436.374822399999,0.9007,271.79,301.77,0,
4436.685768599999,0.9410,344.97,366.59,0,
4436.978396799999,0.8091,313.70,387.70,0,
4437.256084499999,0.7822,257.34,329.00,0,
4437.571621699999,1.0168,241.15,237.17,0,
4437.861795399999,0.9701,193.00,198.94,0,
4438.220620699999,0.6345,142.96,225.32,0,
4438.502056399999,0.5215,158.76,304.43,0,
4438.816176899999,0.3799,158.34,416.86,0,
4439.101096299999,0.2249,110.37,490.81,0,
4439.416921399999,0.1778,95.85,538.98,0,
4439.730167199999,0.2367,124.72,527.04,0,
4440.020412699999,0.3164,156.08,493.25,0,
4440.3388964999995,0.4172,194.29,465.69,0,
4440.645497699999,0.4522,188.47,416.80,0,
4440.9468056999995,0.3163,117.10,370.19,0,
4441.266032799999,0.1720,62.60,364.05,0,
4441.544722599999,0.2258,66.58,294.91,0,
4441.868814099999,0.8954,144.22,161.07,0,
4442.170287199999,1.4277,214.64,150.34,0,
4442.454692199999,0.9131,219.61,240.50,0,
4442.773482499999,0.6658,200.18,300.69,0,
4443.083039699999,0.7456,213.43,286.23,0,
4443.370568399999,0.9742,273.12,280.36,0,
4443.689050499999,0.9749,293.40,300.94,0,
4443.970096199999,0.6534,224.34,343.35,0,
4444.281477699999,0.3809,136.57,358.58,0,
4444.568215399999,0.2371,78.31,330.21,0,
4444.925136699999,0.1770,54.24,306.46,0,
4445.215834199999,0.2673,69.75,260.96,0,
4445.5325852999995,0.4529,86.33,190.63,0,
4445.817617799999,0.5212,90.77,174.15,0,
4446.137435899999,0.4884,79.90,163.60,0,
4446.444495199999,0.4436,51.99,117.19,0,
4446.734852799999,0.4908,45.81,93.33,0,
4447.022850299999,0.8302,79.28,95.49,0,
4447.335000699999,1.5456,169.93,109.94,0,
4447.651965599999,1.9296,252.99,131.11,0,
4447.961339499999,1.9274,283.95,147.33,0,
4448.282917799999,2.0780,282.18,135.80,0,
4448.557017699999,2.3186,283.16,122.13,0,
4448.879609399999,1.6318,251.74,154.27,0,
4449.159291699999,0.9264,188.97,204.00,0,
4449.482762599999,1.2377,252.03,203.64,0,
4449.810601699999,2.7328,419.56,153.53,0,
4450.077933699999,2.8622,408.25,142.63,0,
4450.410753199999,1.7968,328.87,183.03,0,
4450.721864599999,1.3772,378.17,274.60,0,
4451.008855399999,0.8618,375.48,435.68,0,
4451.323189399999,0.4483,262.00,584.45,0,
4451.641915599999,0.3245,157.89,486.58,0,
4451.921312199999,0.3853,132.35,343.51,0,
4452.237315899999,0.6020,193.00,320.57,0,
4452.5301567999995,0.8708,267.11,306.72,0,
4452.8432766999995,1.1448,276.21,241.27,0,
4453.122592999999,0.8829,217.51,246.35,0,
4453.464869299999,0.4226,141.60,335.10,0,
4453.781314599999,0.3021,119.36,395.05,0,
4454.072067199999,0.3297,121.25,367.78,0,
4454.383418999999,0.5393,154.23,286.00,0,
4454.711127699999,0.7155,208.14,290.90,0,
4455.025666199999,0.6794,208.61,307.05,0,
4455.320997699999,0.7517,180.46,240.08,0,
4455.629508099999,1.3313,182.22,136.88,0,
4455.919527299999,1.5750,165.03,104.78,0,
4456.235255199999,0.6954,97.34,139.98,0,
4456.545563499999,0.3015,54.39,180.42,0,
4456.836597099999,0.3132,53.66,171.30,0,
4457.115668399999,0.5637,95.30,169.06,0,
4457.441019299999,0.9422,200.67,212.98,0,
4457.760568599999,1.1714,235.08,200.67,0,
4458.076843999999,1.2486,170.13,136.25,0,
4458.362817099999,0.6329,113.42,179.20,0,
4458.680851199999,0.3543,138.51,390.94,0,
4458.996062999999,0.4533,219.53,484.29,0,
4459.262566099999,0.9013,452.74,502.30,0,
4459.576727599999,1.3026,1235.39,948.41,0,
4459.911426899999,1.3884,1803.95,1299.27,0,
4460.1840882999995,1.3750,1319.89,959.93,0,
4460.504463999999,1.1922,549.33,460.76,0,
4460.821934099999,1.1644,419.24,360.04,0,
4461.110028799999,1.2307,416.50,338.42,0,
4461.431643299999,1.8949,510.33,269.31,0,
4461.742092799999,2.4335,541.21,222.40,0,
4462.030694699999,1.7045,403.77,236.89,0,
4462.3507469999995,1.0434,358.86,343.94,0,
4462.6240474999995,1.1139,483.96,434.45,0,
4462.943528299999,1.7981,723.98,402.64,0,
4463.232008099999,1.8523,690.80,372.94,0,
4463.547196099999,0.8316,304.13,365.72,0,
4463.874331799999,0.3399,111.56,328.23,0,
4464.150279099999,0.3374,99.47,294.82,0,
4464.476838499999,0.3292,73.31,222.67,0,
4464.753098199999,0.4372,63.74,145.79,0,
4465.061335799999,-1.0000,0.00,0.00,1,
4465.3806632999995,-1.0000,0.00,0.00,1,
4465.688394599999,-1.0000,0.00,0.00,1,
4465.978522699999,-1.0000,0.00,0.00,1,
4466.293349199999,-1.0000,0.00,0.00,1,
4466.5735761999995,-1.0000,0.00,0.00,1,
4466.906127599999,-1.0000,0.00,0.00,1,
4467.169725899999,-1.0000,0.00,0.00,1,
4467.5240791999995,1.5204,153.35,100.86,0,
4467.819723399999,1.4660,152.40,103.96,0,
4468.1415996999995,-1.0000,0.00,0.00,1,
4468.425652499999,-1.0000,0.00,0.00,1,
4468.741077999999,-1.0000,0.00,0.00,1,
4469.017918199999,-1.0000,0.00,0.00,1,Baseline_EO_Start
4469.336320499999,-1.0000,0.00,0.00,1,Baseline_EO_Start
4469.6676744999995,-1.0000,0.00,0.00,1,Baseline_EO_Start
4469.942406999999,-1.0000,0.00,0.00,1,Baseline_EO_Start
4470.266053999999,-1.0000,0.00,0.00,1,Baseline_EO_Start
4470.571053299999,-1.0000,0.00,0.00,1,Baseline_EO_Start
4470.845649599999,-1.0000,0.00,0.00,1,Baseline_EO_Start
4471.166159999999,0.5710,147.74,258.75,0,Baseline_EO_Start
4471.481016799999,0.6529,183.35,280.84,0,Baseline_EO_Start
4471.775531399999,0.7516,167.27,222.56,0,Baseline_EO_Start
4472.081399899999,0.7533,92.03,122.17,0,Baseline_EO_Start
4472.374966699999,0.5899,67.29,114.07,0,Baseline_EO_Start
4472.683912299999,0.4894,77.11,157.57,0,Baseline_EO_Start
4473.015860399999,0.5110,79.09,154.77,0,Baseline_EO_Start
4473.285243999999,0.6191,78.44,126.69,0,Baseline_EO_Start
4473.617570999999,0.6801,79.88,117.44,0,Baseline_EO_Start
4473.9308316999995,0.7749,100.18,129.28,0,Baseline_EO_Start
4474.213782499999,0.8656,119.49,138.05,0,Baseline_EO_Start
4474.527960099999,0.6964,101.82,146.21,0,Baseline_EO_Start
4474.8193986999995,0.5439,76.06,139.83,0,Baseline_EO_Start
4475.1358678999995,0.6409,67.61,105.49,0,Baseline_EO_Start
4475.4463043999995,0.7358,51.33,69.77,0,Baseline_EO_Start
4475.737498399999,0.5821,34.57,59.40,0,Baseline_EO_Start
4476.050758499999,0.5210,45.00,86.36,0,Baseline_EO_Start
4476.329996099999,0.7833,92.68,118.32,0,Baseline_EO_Start
4476.675685899999,1.3712,202.89,147.96,0,Baseline_EO_Start
4476.962706299999,1.0840,235.39,217.15,0,Baseline_EO_Start
4477.275291399999,0.5645,156.25,276.81,0,Baseline_EO_Start
4477.561201599999,0.3125,84.54,270.51,0,Baseline_EO_Start
4477.882118199999,0.3198,75.93,237.44,0,Baseline_EO_Start
4478.200675799999,0.3906,74.48,190.68,0,Baseline_EO_Start
4478.501100999999,0.4188,73.62,175.77,0,Baseline_EO_Start
4478.802165299999,0.4389,78.62,179.12,0,Baseline_EO_Start
4479.076260299999,0.4178,66.56,159.32,0,Baseline_EO_Start
4479.406160499999,0.3701,49.35,133.33,0,Baseline_EO_Start
4479.723227299999,0.3554,43.33,121.90,0,Baseline_EO_Start
4480.0030535999995,0.2957,34.86,117.88,0,Baseline_EO_Start
4480.330454199999,0.2947,35.85,121.64,0,Baseline_EO_Start
4480.604644499999,0.3199,43.95,137.39,0,Baseline_EO_Start
4480.925172299999,0.2993,43.06,143.89,0,Baseline_EO_Start
4481.247684099999,0.2442,30.13,123.38,0,Baseline_EO_Start
4481.529001299999,0.2652,28.70,108.25,0,Baseline_EO_Start
4481.847960099999,0.3421,41.06,120.01,0,Baseline_EO_Start
4482.167527899999,0.2226,49.24,221.22,0,Baseline_EO_Start
4482.468908999999,0.1236,49.78,402.87,0,Baseline_EO_Start
4482.755924499999,0.1104,50.11,453.89,0,Baseline_EO_Start
4483.079965399999,0.1985,69.21,348.68,0,Baseline_EO_Start
4483.388611999999,0.5242,117.12,223.44,0,Baseline_EO_Start
4483.674352899999,1.0063,159.84,158.85,0,Baseline_EO_Start
4483.990682399999,0.9975,149.17,149.54,0,Baseline_EO_Start
4484.2667900999995,0.5453,89.80,164.68,0,Baseline_EO_Start
4484.5855151999995,0.3294,53.90,163.65,0,Baseline_EO_Start
4484.867639299999,0.3640,67.19,184.60,0,Baseline_EO_Start
4485.186481499999,0.3633,79.29,218.24,0,Baseline_EO_Start
4485.518466499999,0.3995,71.78,179.65,0,Baseline_EO_Start
4485.794174999999,0.4780,56.57,118.35,0,Baseline_EO_Start
4486.116312199999,0.4539,49.40,108.84,0,Baseline_EO_Start
4486.4027614999995,0.4731,62.77,132.66,0,Baseline_EO_Start
4486.721773099999,0.7014,77.91,111.07,0,Baseline_EO_Start
4487.029897699999,1.3608,80.61,59.24,0,Baseline_EO_Start
4487.316919099999,1.5359,80.84,52.64,0,Baseline_EO_Start
4487.6314649999995,0.7151,70.42,98.47,0,Baseline_EO_Start
4487.919407799999,0.4281,53.25,124.38,0,Baseline_EO_Start
4488.263030099999,0.5776,54.31,94.02,0,Baseline_EO_Start
4488.542856899999,0.7758,58.91,75.93,0,Baseline_EO_Start
4488.8629273999995,0.7803,71.49,91.62,0,Baseline_EO_Start
4489.179123199999,1.0553,113.57,107.62,0,Baseline_EO_Start
4489.466519999999,1.3308,139.83,105.07,0,Baseline_EO_Start
4489.780067599999,1.2243,128.83,105.23,0,Baseline_EO_Start
4490.063171899999,0.9343,100.29,107.34,0,Baseline_EO_Start
4490.379288199999,0.7081,68.72,97.04,0,Baseline_EO_Start
4490.668464599999,0.6517,59.65,91.54,0,Baseline_EO_Start
4490.981843999999,0.6964,102.25,146.84,0,Baseline_EO_Start
4491.311781899999,0.7962,194.15,243.83,0,Baseline_EO_Start
4491.621375099999,0.8729,201.01,230.29,0,Baseline_EO_Start
4491.910107199999,0.7517,129.21,171.88,0,Baseline_EO_Start
4492.230009799999,0.2917,84.24,288.77,0,Baseline_EO_Start
4492.519678199999,0.1889,96.41,510.49,0,Baseline_EO_Start
4492.833963899999,0.1999,121.75,609.07,0,Baseline_EO_Start
4493.112097699999,0.3080,163.87,532.11,0,Baseline_EO_Start
4493.428553699999,0.7165,334.61,467.03,0,Baseline_EO_Start
4493.753264799999,1.7973,696.10,387.31,0,Baseline_EO_Start
4494.0560614999995,4.6406,1039.41,223.98,0,Baseline_EO_Start
4494.367427699999,7.3700,1092.09,148.18,0,Baseline_EO_Start
4494.665955999999,5.3845,954.56,177.28,0,Baseline_EO_Start
4494.970039699999,3.4771,648.22,186.43,0,Baseline_EO_Start
4495.285797799999,-1.0000,0.00,0.00,1,Baseline_EO_Start
4495.576120499999,-1.0000,0.00,0.00,1,Baseline_EO_Start
4495.889213099999,-1.0000,0.00,0.00,1,Baseline_EO_Start
4496.173486499999,-1.0000,0.00,0.00,1,Baseline_EO_Start
4496.503688599999,-1.0000,0.00,0.00,1,Baseline_EO_Start
4496.781261599999,-1.0000,0.00,0.00,1,Baseline_EO_Start
4497.099534099999,-1.0000,0.00,0.00,1,Baseline_EO_Start
4497.417356099999,0.4858,78.39,161.36,0,Baseline_EO_Start
4497.707399099999,0.4259,71.63,168.16,0,Baseline_EO_Start
4498.015960899999,0.3089,62.50,202.33,0,Baseline_EO_Start
4498.305131699999,0.2303,46.63,202.44,0,Baseline_EO_Start
4498.623385899999,0.1695,27.69,163.36,0,Baseline_EO_Start
4498.935316499999,0.1457,17.38,119.29,0,Baseline_EO_Start
4499.226588399999,0.0795,12.03,151.33,0,Baseline_EO_Start
4499.5359272999995,0.1475,27.91,189.19,0,Baseline_EO_Start
4499.850145799999,0.3572,54.05,151.35,0,Baseline_EO_Start
4500.115375499999,0.4012,50.52,125.91,0,Baseline_EO_Start
4500.443326299999,0.2602,30.50,117.20,0,Baseline_EO_Start
4500.767463599999,0.3999,40.85,102.14,0,Baseline_EO_Start
4501.0444701999995,0.5552,64.61,116.37,0,Baseline_EO_Start
4501.366874599999,0.4726,69.12,146.26,0,Baseline_EO_Start
4501.678678299999,0.4173,64.70,155.06,0,Baseline_EO_Start
4501.972369599999,0.4714,80.39,170.52,0,Baseline_EO_Start
4502.284554599999,0.4375,81.11,185.41,0,Baseline_EO_Start
4502.5763830999995,0.3081,55.12,178.91,0,Baseline_EO_Start
4502.885555399999,0.1925,30.68,159.41,0,Baseline_EO_Start
4503.173858599999,0.1543,20.21,131.01,0,Baseline_EO_Start
4503.490520699999,0.0981,12.58,128.26,0,Baseline_EO_Start
4503.814335299999,0.0828,13.10,158.16,0,Baseline_EO_Start
4504.131093599999,0.1414,21.53,152.25,0,Baseline_EO_Start
4504.419485099999,0.2103,29.74,141.47,0,Baseline_EO_Start
4504.7371545999995,0.1531,33.85,221.06,0,Baseline_EO_Start
4505.018278599999,0.1125,37.96,337.48,0,Baseline_EO_Start
4505.321313099999,0.1410,48.13,341.22,0,Baseline_EO_Start
4505.625616599999,0.2504,55.26,220.71,0,Baseline_EO_Start
4505.957082499999,0.3172,47.57,149.94,0,Baseline_EO_Start
4506.241275099999,0.2248,35.29,156.95,0,Baseline_EO_Start
4506.557839299999,0.1361,21.56,158.41,0,Baseline_EO_Start
4506.871782699999,0.1094,14.13,129.20,0,Baseline_EO_Start
4507.159825799999,0.1159,16.48,142.23,0,Baseline_EO_Start
4507.471478399999,0.1434,24.54,171.09,0,Baseline_EO_Start
4507.7568759999995,0.2408,34.94,145.12,0,Baseline_EO_Start
4508.082677699999,0.5170,44.77,86.60,0,Baseline_EO_Start
4508.358886999999,0.8669,45.95,53.00,0,Baseline_EO_Start
4508.681769899999,0.6815,43.63,64.02,0,Baseline_EO_Start
