Level,TotalBalls,Targets,Speed,Correct,Wrong,Accuracy,TAR_Median,ResponseTime(s)
1,6,2,2.50,2,0,1.00,0.64,5.46
2,7,3,2.50,3,0,1.00,0.63,6.35
3,8,4,2.50,4,0,1.00,0.67,6.12
4,8,4,2.80,4,0,1.00,0.62,7.59
5,8,4,3.10,4,0,1.00,0.50,6.86
6,10,5,3.40,3,2,0.60,0.53,8.39
7,9,4,3.20,4,0,1.00,0.69,7.57
8,10,5,2.70,5,0,1.00,0.62,7.47
