Level,TotalBalls,Targets,Speed,Correct,Wrong,Accuracy,TAR_Median,ResponseTime(s)
1,6,2,2.50,2,0,1.00,0.75,5.29
2,7,3,2.50,3,0,1.00,0.82,6.16
3,8,4,2.50,4,0,1.00,1.03,6.64
4,8,4,2.80,4,0,1.00,0.91,6.28
5,8,4,3.10,4,0,1.00,0.72,5.78
6,9,5,2.60,5,0,1.00,1.12,6.39
7,9,5,2.70,5,0,1.00,0.74,6.67
8,9,5,2.80,5,0,1.00,0.90,11.82
