lsl_time,tar,theta,alpha,artifact,unity_event_tag
1836.8560590999991,-1.0000,0.00,0.00,1,
1837.1683128999991,-1.0000,0.00,0.00,1,
1837.451795299999,-1.0000,0.00,0.00,1,
1837.7660538999992,-1.0000,0.00,0.00,1,
1838.056519899999,-1.0000,0.00,0.00,1,
1838.373945499999,-1.0000,0.00,0.00,1,
1838.677754999999,-1.0000,0.00,0.00,1,
1838.9920688999991,-1.0000,0.00,0.00,1,
1839.273259099999,-1.0000,0.00,0.00,1,
1839.5955251999992,-1.0000,0.00,0.00,1,
1839.8722860999992,-1.0000,0.00,0.00,1,
1840.2009971999992,-1.0000,0.00,0.00,1,
1840.476986599999,-1.0000,0.00,0.00,1,
1840.804153699999,-1.0000,0.00,0.00,1,
1841.113289699999,-1.0000,0.00,0.00,1,
1841.4048103999992,-1.0000,0.00,0.00,1,
1841.7173034999992,-1.0000,0.00,0.00,1,
1842.005591999999,-1.0000,0.00,0.00,1,
1842.317811299999,-1.0000,0.00,0.00,1,
1842.606190599999,-1.0000,0.00,0.00,1,
1842.9222972999992,-1.0000,0.00,0.00,1,
1843.250790999999,-1.0000,0.00,0.00,1,
1843.526846599999,-1.0000,0.00,0.00,1,
1843.853692599999,-1.0000,0.00,0.00,1,
1844.161439299999,-1.0000,0.00,0.00,1,
1844.463748299999,-1.0000,0.00,0.00,1,
1844.7444788999992,-1.0000,0.00,0.00,1,
1845.0636585999991,-1.0000,0.00,0.00,1,
1845.3476529999991,-1.0000,0.00,0.00,1,
1845.6681451999991,1.1158,271.32,243.16,0,
1845.955495399999,0.8231,285.37,346.71,0,
1846.264868299999,0.5453,320.39,587.51,0,
1846.589209299999,0.5295,361.44,682.63,0,
1846.8610601999992,0.5146,381.38,741.10,0,
1847.200064399999,0.4077,315.17,773.04,0,
1847.464376399999,0.3390,234.03,690.40,0,
1847.792368999999,0.3554,223.32,628.42,0,
1848.115052999999,0.5391,266.49,494.30,0,
1848.397016699999,0.8390,259.04,308.75,0,
1848.713075699999,0.6814,198.64,291.52,0,
1848.995244899999,0.4645,159.12,342.58,0,
1849.318196299999,0.4176,139.58,334.22,0,
