Level,TotalBalls,Targets,Speed,Correct,Wrong,Accuracy,TAR_Median,ResponseTime(s)
1,6,2,2.50,2,0,1.00,2.73,6.13
2,7,3,2.50,3,0,1.00,1.88,6.27
3,8,4,2.50,4,0,1.00,1.04,9.21
4,8,4,2.80,4,0,1.00,0.77,7.37
5,8,4,3.10,4,0,1.00,1.04,7.37
6,9,5,2.60,3,2,0.60,0.97,8.12
7,8,4,2.40,4,0,1.00,0.87,6.71
8,8,4,2.70,4,0,1.00,0.80,6.84
