lsl_time,tar,theta,alpha,artifact,unity_event_tag
1267.993821399999,0.3739,0.00,0.01,0,
1268.3233940999992,0.2984,0.00,0.01,0,
1268.6028818999991,0.4095,0.00,0.01,0,
1268.9290067999991,0.7158,0.00,0.00,0,
1269.2397922999992,0.7359,0.00,0.00,0,
1269.5243108999991,0.5482,0.00,0.01,0,
1269.844428399999,0.5571,0.00,0.01,0,
1270.1297682999991,0.6772,0.00,0.01,0,
1270.4389041999991,0.7401,0.00,0.01,0,
1270.7293906999992,0.6585,0.00,0.01,0,
1271.065796399999,0.4737,0.00,0.01,0,
1271.344119899999,0.5956,0.00,0.01,0,
1271.666922699999,1.0947,0.01,0.00,0,
1271.9796726999991,1.5006,0.01,0.00,0,
1272.2678555999992,1.7254,0.01,0.00,0,
1272.5872448999992,1.7157,0.01,0.00,0,
1272.8652508999992,1.2407,0.01,0.00,0,
1273.1936171999992,0.7292,0.00,0.01,0,
1273.469857399999,0.5796,0.00,0.01,0,
1273.7840778999991,0.6658,0.00,0.00,0,
1274.076048099999,0.7478,0.00,0.00,0,
1274.3878450999991,0.7668,0.00,0.00,0,
1274.7119805999992,0.7811,0.00,0.00,0,
1274.9883324999992,0.6994,0.00,0.00,0,
1275.3137058999991,0.7496,0.00,0.01,0,
1275.635340699999,0.9349,0.01,0.01,0,
1275.9252557999991,1.0068,0.01,0.01,0,
1276.2404402999991,1.0806,0.01,0.00,0,
1276.5350414999991,1.3253,0.01,0.00,0,
1276.815235399999,1.2912,0.01,0.00,0,
1277.1365581999992,0.9863,0.00,0.00,0,
1277.460617199999,0.7242,0.00,0.01,0,
1277.737441799999,0.7110,0.00,0.01,0,
1278.066735399999,0.8675,0.01,0.01,0,
1278.3824754999991,0.8028,0.01,0.01,0,
1278.6905803999991,0.3972,0.00,0.01,0,
1278.982023699999,0.2184,0.00,0.01,0,
1279.297407199999,0.2150,0.00,0.01,0,
1279.580026399999,0.2547,0.00,0.01,0,
1279.9039974999992,0.3756,0.00,0.01,0,
1280.1856553999992,0.5336,0.00,0.01,0,
1280.500856299999,0.5140,0.00,0.01,0,
1280.825577999999,0.3526,0.00,0.01,0,
1281.098889699999,0.3389,0.00,0.01,0,
1281.400287299999,0.4843,0.00,0.01,0,
1281.708947499999,0.8501,0.01,0.01,0,
1282.033669399999,0.9892,0.01,0.01,0,
1282.333713899999,0.9312,0.01,0.01,0,
1282.647913499999,1.0267,0.01,0.01,0,
1282.9303270999992,1.0940,0.00,0.00,0,
1283.254287299999,0.8273,0.00,0.00,0,
1283.5361619999992,0.7491,0.00,0.00,0,
1283.860212399999,0.7871,0.00,0.01,0,
1284.1701266999992,0.6111,0.00,0.01,0,Baseline_EO_Start
1284.452769199999,0.3902,0.00,0.01,0,Baseline_EO_Start
1284.7682267999992,0.3801,0.00,0.01,0,Baseline_EO_Start
1285.092910399999,0.7096,0.00,0.01,0,Baseline_EO_Start
1285.384859299999,1.2103,0.00,0.00,0,Baseline_EO_Start
1285.699285099999,0.9553,0.00,0.00,0,Baseline_EO_Start
1285.981202299999,0.6870,0.00,0.01,0,Baseline_EO_Start
1286.300661199999,0.6125,0.00,0.01,0,Baseline_EO_Start
1286.614105899999,0.5449,0.00,0.00,0,Baseline_EO_Start
1286.894593499999,0.4609,0.00,0.00,0,Baseline_EO_Start
1287.218763499999,0.3864,0.00,0.01,0,Baseline_EO_Start
1287.4976525999991,0.4400,0.00,0.01,0,Baseline_EO_Start
1287.802746799999,0.5437,0.00,0.01,0,Baseline_EO_Start
1288.1191815999991,0.4826,0.00,0.01,0,Baseline_EO_Start
1288.4329951999991,0.3936,0.00,0.01,0,Baseline_EO_Start
1288.729373099999,0.4504,0.00,0.00,0,Baseline_EO_Start
1289.039963299999,0.5106,0.00,0.01,0,Baseline_EO_Start
1289.359795699999,0.3749,0.00,0.01,0,Baseline_EO_Start
1289.633983899999,0.3060,0.00,0.01,0,Baseline_EO_Start
1289.9584694999992,0.5352,0.00,0.01,0,Baseline_EO_Start
1290.233288699999,1.0014,0.01,0.01,0,Baseline_EO_Start
1290.563784599999,1.4453,0.01,0.00,0,Baseline_EO_Start
1290.888327699999,1.1097,0.00,0.00,0,Baseline_EO_Start
1291.1825890999992,0.7593,0.00,0.00,0,Baseline_EO_Start
1291.485658099999,0.5214,0.00,0.01,0,Baseline_EO_Start
1291.8080181999992,0.3689,0.00,0.01,0,Baseline_EO_Start
1292.086386899999,0.4015,0.00,0.01,0,Baseline_EO_Start
1292.415579799999,0.6566,0.00,0.01,0,Baseline_EO_Start
1292.733238399999,0.9223,0.01,0.01,0,Baseline_EO_Start
1293.048873799999,1.0935,0.01,0.00,0,Baseline_EO_Start
1293.3940326999991,0.9690,0.01,0.01,0,Baseline_EO_Start
1293.677314999999,0.7459,0.00,0.01,0,Baseline_EO_Start
1294.029707299999,0.6176,0.00,0.01,0,Baseline_EO_Start
1294.3485527999992,0.6261,0.00,0.01,0,Baseline_EO_Start
1294.671861399999,0.6220,0.00,0.01,0,Baseline_EO_Start
1294.996727499999,0.8350,0.00,0.00,0,Baseline_EO_Start
1295.3147870999992,1.0954,0.00,0.00,0,Baseline_EO_Start
1295.644412699999,1.1594,0.00,0.00,0,Baseline_EO_Start
1295.959340099999,1.2163,0.01,0.00,0,Baseline_EO_Start
1296.2755814999991,0.9246,0.00,0.00,0,Baseline_EO_Start
1296.603845999999,0.6349,0.00,0.01,0,Baseline_EO_Start
1296.913672999999,0.6861,0.00,0.01,0,Baseline_EO_Start
1297.2319656999991,0.7400,0.00,0.01,0,Baseline_EO_Start
1297.558798499999,0.7867,0.00,0.01,0,Baseline_EO_Start
1297.875512999999,0.8962,0.00,0.00,0,Baseline_EO_Start
