Level,TotalBalls,Targets,Speed,Correct,Wrong,Accuracy,TAR_Median,ResponseTime(s)
1,6,2,2.50,2,0,1.00,1.00,7.70
2,7,3,2.50,3,0,1.00,0.92,6.55
3,8,4,2.50,4,0,1.00,0.86,8.35
4,8,4,2.80,4,0,1.00,1.01,8.83
5,8,4,3.10,3,1,0.75,0.62,7.87
6,8,4,3.10,4,0,1.00,0.61,7.77
7,10,5,3.40,5,0,1.00,0.84,8.26
8,10,5,3.50,4,1,0.80,0.98,7.81
