lsl_time,tar,theta,alpha,artifact,unity_event_tag
1398.754720299999,-1.0000,0.00,0.00,1,
1399.070241599999,-1.0000,0.00,0.00,1,
1399.3858954999992,-1.0000,0.00,0.00,1,
1399.6760070999992,-1.0000,0.00,0.00,1,
1399.9929038999992,-1.0000,0.00,0.00,1,
1400.2733684999992,-1.0000,0.00,0.00,1,
1400.6199230999991,-1.0000,0.00,0.00,1,
1400.9039707999991,-1.0000,0.00,0.00,1,
1401.218343499999,-1.0000,0.00,0.00,1,
1401.533908599999,-1.0000,0.00,0.00,1,
1401.818970199999,-1.0000,0.00,0.00,1,
1402.132833999999,-1.0000,0.00,0.00,1,
1402.418242499999,-1.0000,0.00,0.00,1,
1402.737481599999,-1.0000,0.00,0.00,1,
1403.059494699999,-1.0000,0.00,0.00,1,
1403.3384798999991,-1.0000,0.00,0.00,1,
1403.618067299999,-1.0000,0.00,0.00,1,
1403.937783999999,-1.0000,0.00,0.00,1,
1404.265646999999,-1.0000,0.00,0.00,1,
1404.5423767999991,1.5546,366.96,236.04,0,
1404.8644795999992,2.5858,489.61,189.35,0,
1405.181506599999,3.2278,493.70,152.95,0,
1405.4979503999991,1.8538,398.62,215.02,0,
1405.7843931999992,1.1750,378.48,322.10,0,
1406.1034645999991,1.3321,462.27,347.01,0,
1406.385917999999,1.3588,524.14,385.74,0,
1406.6999730999992,1.0369,548.22,528.73,0,
1407.0089532999991,0.8718,428.21,491.19,0,
1407.308389699999,0.8575,278.11,324.34,0,
1407.6113604999991,1.4042,241.71,172.13,0,
1407.928517799999,1.6773,217.99,129.97,0,
1408.2099168999991,0.9034,154.55,171.07,0,
1408.534408899999,0.4251,109.30,257.13,0,
1408.819906299999,0.3074,90.32,293.84,0,
1409.127873999999,0.1888,58.26,308.57,0,
1409.417937099999,0.1354,44.41,327.98,0,
1409.734314099999,0.1406,61.90,440.27,0,
1410.059641099999,0.2136,140.74,658.93,0,
1410.331069399999,0.5020,337.89,673.12,0,
1410.658425199999,1.6029,659.90,411.69,0,
1410.972928599999,3.9039,975.72,249.94,0,
1411.2587242999991,3.2695,1002.76,306.70,0,
1411.575103899999,1.7523,682.21,389.32,0,
1411.866311599999,0.8909,382.24,429.03,0,
1412.1799188999992,0.5752,294.41,511.84,0,
1412.4748734999991,0.6843,367.64,537.24,0,
1412.7655378999991,0.8242,362.11,439.37,0,
1413.075807899999,0.9744,255.52,262.23,0,
1413.400742799999,0.9574,205.49,214.63,0,
1413.682261099999,0.5958,211.41,354.84,0,
1414.006064099999,0.3009,175.75,584.09,0,
1414.3179430999992,0.1345,115.99,862.06,0,
1414.609456099999,0.0711,81.07,1139.42,0,
1414.9206872999991,0.0720,83.91,1164.76,0,
1415.206539499999,0.1532,122.94,802.35,0,
1415.542853599999,0.5830,199.68,342.50,0,
1415.8366927999991,1.6177,295.32,182.55,0,
1416.136519699999,1.2873,292.31,227.08,0,
1416.450252699999,0.5892,180.68,306.67,0,
1416.729461299999,0.3107,128.60,413.89,0,
1417.0580957999991,0.2402,130.10,541.68,0,
1417.3708471999992,0.2173,99.82,459.45,0,
1417.656478999999,0.2250,63.64,282.80,0,
1417.9737713999991,0.3204,62.33,194.52,0,
1418.268925099999,0.5956,149.00,250.18,0,
1418.559142499999,0.7916,316.85,400.25,0,
1418.872986899999,0.8182,369.31,451.37,0,
1419.1943896999992,0.7994,253.69,317.35,0,
1419.470176499999,0.8930,203.95,228.37,0,
1419.797089399999,1.5484,262.67,169.64,0,
1420.068060199999,2.2960,259.69,113.11,0,
1420.402214899999,1.6891,168.78,99.92,0,
1420.718344099999,0.8835,94.66,107.14,0,
1420.999980099999,0.6408,66.62,103.97,0,
1421.323368199999,0.4847,68.99,142.36,0,
1421.599162799999,0.3520,96.07,272.97,0,
1421.920727299999,0.2260,113.55,502.34,0,
1422.236481099999,0.2051,113.39,552.78,0,
1422.525750699999,0.2882,113.71,394.56,0,
1422.8419964999991,0.3950,109.23,276.52,0,
1423.1159828999992,0.3685,101.06,274.22,0,
1423.435048699999,0.4314,106.34,246.50,0,
1423.7667861999992,0.5426,127.93,235.77,0,
1424.047193599999,0.4541,136.33,300.24,0,
1424.344197699999,0.3249,144.32,444.18,0,
1424.666423999999,0.3974,198.84,500.35,0,
1424.9797305999991,0.5957,209.51,351.71,0,
1425.2685850999992,0.7006,148.43,211.88,0,
1425.580512499999,0.7759,139.30,179.54,0,
1425.8662419999991,0.9850,188.96,191.83,0,
1426.183937799999,1.2025,199.37,165.79,0,
1426.4708905999992,1.2258,202.95,165.56,0,
1426.792946499999,0.7512,220.46,293.48,0,
1427.114114599999,0.4732,186.70,394.53,0,
1427.397563799999,0.5171,167.65,324.24,0,
1427.7150726999992,1.0983,229.08,208.57,0,
1428.0318553999991,0.9674,263.85,272.74,0,
1428.316216799999,0.5112,204.99,400.99,0,
1428.627303799999,0.2777,115.83,417.14,0,
1428.9157046999992,0.2310,77.04,333.48,0,
1429.226855299999,0.2226,61.39,275.81,0,
1429.514300399999,0.2562,73.41,286.53,0,
1429.826794699999,0.2923,96.28,329.40,0,
1430.160629499999,0.3233,101.29,313.28,0,
1430.4554988999992,0.3737,96.86,259.22,0,
1430.738406299999,0.4631,139.44,301.12,0,
1431.0539162999992,0.5789,222.34,384.11,0,
1431.3714900999992,0.7039,268.37,381.27,0,
1431.658392399999,0.5870,249.64,425.28,0,
1431.975664999999,0.3214,171.09,532.31,0,
1432.259425199999,0.2361,112.79,477.70,0,
1432.5754485999992,0.3906,110.08,281.86,0,
1432.9036896999992,0.6931,132.56,191.25,0,
1433.182730299999,0.6272,133.42,212.72,0,
1433.5103543999992,0.4089,120.70,295.17,0,
1433.7795546999992,0.2413,112.65,466.93,0,
1434.1034611999992,0.2128,134.47,632.01,0,
1434.4205310999992,0.3693,205.17,555.61,0,
1434.707185599999,0.6329,277.05,437.71,0,
1435.0223563999991,0.7717,302.06,391.42,0,
1435.3063095999992,0.6000,234.77,391.29,0,
1435.6248667999992,0.4263,159.07,373.14,0,
1435.940290999999,0.5058,155.18,306.81,0,
1436.252275199999,0.6933,166.94,240.81,0,
1436.533808699999,0.8885,181.79,204.61,0,
1436.8486002999991,0.9904,157.74,159.26,0,
1437.1655094999992,0.7401,96.20,129.98,0,
1437.4540817999991,0.6031,84.85,140.70,0,
1437.767098399999,0.8690,131.99,151.89,0,
1438.050104899999,1.2981,180.53,139.07,0,
1438.369810099999,1.7870,224.42,125.58,0,
1438.658848199999,1.1362,254.13,223.67,0,
1438.968833899999,0.7277,347.67,477.76,0,
1439.296407999999,0.8388,458.85,547.03,0,
1439.5721804999991,1.1715,447.18,381.72,0,
1439.900829899999,1.5290,410.83,268.69,0,
1440.1806554999991,1.4460,446.48,308.77,0,
1440.496956499999,1.4130,452.26,320.07,0,
1440.774650699999,1.6861,429.43,254.69,0,
1441.115740499999,2.0202,397.35,196.69,0,
1441.416847199999,1.7927,349.08,194.73,0,
1441.733515599999,1.3013,350.80,269.57,0,
1442.0231342999991,1.0467,334.93,320.00,0,
1442.329982299999,0.8555,311.22,363.79,0,
1442.644559499999,0.6134,299.34,487.98,0,
1442.923083599999,0.4303,215.94,501.86,0,
1443.247608399999,0.4290,148.66,346.54,0,
1443.557331899999,0.7595,188.60,248.33,0,
1443.8521796999992,0.8975,207.74,231.45,0,
1444.1602464999992,0.8789,204.46,232.63,0,
1444.4509621999991,0.9151,207.83,227.11,0,
1444.765562699999,0.9867,230.84,233.94,0,
1445.0811606999991,0.9031,269.00,297.86,0,
1445.367122699999,0.8001,230.37,287.92,0,
1445.6826079999992,0.6572,126.91,193.10,0,
1445.9687847999992,0.5055,84.19,166.54,0,
1446.297097899999,0.5875,108.54,184.76,0,
1446.563828499999,0.7931,147.73,186.26,0,
1446.8973916999992,0.8410,152.19,180.96,0,
1447.208328899999,1.0888,193.62,177.83,0,
1447.517419699999,1.1496,238.21,207.21,0,
1447.773355499999,0.7721,191.27,247.75,0,
1448.1162855999992,0.4606,109.87,238.51,0,
1448.4010165999991,0.3278,83.37,254.34,0,
1448.719954699999,0.2257,83.85,371.47,0,
1449.0370897999992,0.3015,135.20,448.48,0,
1449.313552199999,0.4595,188.87,411.05,0,
1449.638323899999,0.6005,205.29,341.84,0,
1449.953302899999,0.5099,173.07,339.42,0,
1450.243090799999,0.4566,165.11,361.58,0,
1450.561350499999,0.4816,170.39,353.82,0,
1450.868577199999,0.4393,169.37,385.53,0,
1451.1578204999992,0.4631,200.12,432.10,0,
1451.478216799999,0.6399,245.99,384.45,0,
1451.764691699999,0.7280,226.99,311.81,0,
1452.079603299999,0.8067,215.22,266.80,0,
1452.362080599999,1.2129,262.45,216.39,0,
1452.6793246999991,1.8655,267.33,143.30,0,
1452.967398199999,1.5531,188.86,121.60,0,
1453.281343699999,0.8175,99.00,121.10,0,
1453.608952799999,0.8787,67.14,76.41,0,
1453.8823946999992,0.9219,68.14,73.91,0,
1454.207788799999,0.3627,69.11,190.50,0,Baseline_EO_Start
1454.509020799999,0.1927,64.55,334.93,0,Baseline_EO_Start
1454.8294635999991,0.2326,78.48,337.38,0,Baseline_EO_Start
1455.127306899999,0.3643,85.98,236.02,0,Baseline_EO_Start
1455.423570399999,0.3582,58.20,162.49,0,Baseline_EO_Start
1455.710172499999,0.2299,37.95,165.03,0,Baseline_EO_Start
1456.0321660999991,0.2374,41.32,174.08,0,Baseline_EO_Start
1456.3524734999992,0.2800,48.90,174.61,0,Baseline_EO_Start
1456.639599699999,0.4424,79.66,180.08,0,Baseline_EO_Start
1456.952500899999,0.8157,122.35,150.00,0,Baseline_EO_Start
1457.2324924999991,1.0099,101.96,100.95,0,Baseline_EO_Start
1457.5540652999991,0.6516,44.18,67.80,0,Baseline_EO_Start
1457.8643468999992,0.5282,36.43,68.97,0,Baseline_EO_Start
1458.1558857999992,0.3712,38.97,104.98,0,Baseline_EO_Start
1458.471637899999,0.1696,23.04,135.89,0,Baseline_EO_Start
1458.750457599999,0.1360,16.33,120.12,0,Baseline_EO_Start
1459.067331599999,0.2069,23.43,113.23,0,Baseline_EO_Start
1459.354077799999,0.2976,39.17,131.64,0,Baseline_EO_Start
1459.6895657999992,0.5411,80.19,148.20,0,Baseline_EO_Start
1460.005898899999,0.6846,131.94,192.73,0,Baseline_EO_Start
1460.301561599999,0.6257,148.79,237.81,0,Baseline_EO_Start
1460.616273999999,0.5631,104.24,185.12,0,Baseline_EO_Start
1460.8972317999992,0.5580,62.27,111.60,0,Baseline_EO_Start
1461.219390199999,0.8268,62.66,75.78,0,Baseline_EO_Start
1461.494505999999,1.0846,101.18,93.29,0,Baseline_EO_Start
1461.816887599999,1.2181,171.14,140.50,0,Baseline_EO_Start
1462.097763199999,1.2427,180.59,145.32,0,Baseline_EO_Start
1462.4123728999991,0.9307,106.76,114.71,0,Baseline_EO_Start
1462.7462131999991,0.5214,46.03,88.28,0,Baseline_EO_Start
1463.023750199999,0.4394,38.25,87.06,0,Baseline_EO_Start
1463.344939999999,0.3567,41.37,115.99,0,Baseline_EO_Start
1463.661859799999,0.3020,45.66,151.19,0,Baseline_EO_Start
1463.946815499999,0.3193,53.37,167.14,0,Baseline_EO_Start
1464.264720099999,0.3946,71.88,182.16,0,Baseline_EO_Start
1464.546764799999,0.3884,79.33,204.26,0,Baseline_EO_Start
1464.864499799999,0.2471,63.76,258.05,0,Baseline_EO_Start
1465.1784797999992,0.1358,42.13,310.29,0,Baseline_EO_Start
1465.464156999999,0.1438,41.96,291.75,0,Baseline_EO_Start
1465.7479260999992,0.2813,58.91,209.40,0,Baseline_EO_Start
1466.068742399999,0.5255,68.87,131.05,0,Baseline_EO_Start
1466.371743299999,0.4943,65.77,133.06,0,Baseline_EO_Start
1466.6904127999992,0.4397,81.63,185.63,0,Baseline_EO_Start
1466.980291699999,0.5052,94.50,187.06,0,Baseline_EO_Start
1467.296754199999,0.6100,83.22,136.42,0,Baseline_EO_Start
1467.607269699999,0.6291,69.17,109.94,0,Baseline_EO_Start
1467.894758599999,0.5667,70.75,124.83,0,Baseline_EO_Start
1468.210207999999,0.5429,84.82,156.24,0,Baseline_EO_Start
1468.496603399999,0.6855,120.06,175.15,0,Baseline_EO_Start
1468.8101431999992,0.6381,140.91,220.84,0,Baseline_EO_Start
1469.0925255999991,0.4494,129.35,287.83,0,Baseline_EO_Start
1469.414828299999,0.4287,126.12,294.21,0,Baseline_EO_Start
1469.7395546999992,0.5162,117.14,226.90,0,Baseline_EO_Start
1470.052642099999,0.5034,74.11,147.23,0,Baseline_EO_Start
1470.3411019999992,0.4715,39.34,83.43,0,Baseline_EO_Start
1470.661679399999,0.4785,34.53,72.15,0,Baseline_EO_Start
1470.940997399999,0.4299,54.72,127.28,0,Baseline_EO_Start
1471.2592253999992,0.3912,78.71,201.18,0,Baseline_EO_Start
1471.541268899999,0.4918,106.90,217.37,0,Baseline_EO_Start
1471.860205899999,1.0234,172.70,168.76,0,Baseline_EO_Start
1472.1787774999991,1.7101,203.63,119.08,0,Baseline_EO_Start
1472.4886474999992,1.4793,164.51,111.21,0,Baseline_EO_Start
1472.760190599999,1.2569,143.66,114.30,0,Baseline_EO_Start
1473.086768299999,1.2370,142.11,114.89,0,Baseline_EO_Start
1473.4009973999991,0.9775,104.00,106.39,0,Baseline_EO_Start
1473.689920699999,0.5885,65.41,111.16,0,Baseline_EO_Start
1474.006077499999,0.3026,45.25,149.53,0,Baseline_EO_Start
1474.284885199999,0.2297,40.37,175.72,0,Baseline_EO_Start
1474.6046087999991,0.2876,48.29,167.90,0,Baseline_EO_Start
1474.926182599999,0.3561,72.13,202.56,0,Baseline_EO_Start
1475.204363999999,0.2928,79.87,272.81,0,Baseline_EO_Start
1475.522046499999,0.2996,82.02,273.81,0,Baseline_EO_Start
1475.810977699999,0.4471,84.29,188.53,0,Baseline_EO_Start
1476.137538899999,0.6275,60.79,96.88,0,Baseline_EO_Start
1476.411017299999,0.5544,35.40,63.85,0,Baseline_EO_Start
1476.734866499999,0.7607,45.21,59.43,0,Baseline_EO_Start
1477.0492950999992,1.0291,77.06,74.88,0,Baseline_EO_Start
1477.335485199999,0.7906,95.05,120.23,0,Baseline_EO_Start
1477.656212099999,0.5736,94.36,164.51,0,Baseline_EO_Start
1477.970987599999,0.7293,103.17,141.47,0,Baseline_EO_Start
1478.2588286999992,1.0331,118.54,114.74,0,Baseline_EO_Start
1478.556560299999,0.9178,106.38,115.90,0,Baseline_EO_Start
1478.8754457999992,0.5979,65.55,109.63,0,Baseline_EO_Start
1479.155883299999,0.5122,49.35,96.36,0,Baseline_EO_Start
1479.480837799999,0.8804,91.24,103.64,0,Baseline_EO_Start
1479.7950833999992,1.1857,155.37,131.04,0,Baseline_EO_Start
1480.0814229999992,1.0404,156.35,150.29,0,Baseline_EO_Start
1480.3556529999992,0.7216,107.93,149.58,0,Baseline_EO_Start
1480.712756099999,0.9291,82.48,88.77,0,Baseline_EO_Start
1481.0032391999991,2.2888,91.12,39.81,0,Baseline_EO_Start
1481.317426499999,1.8321,72.50,39.57,0,Baseline_EO_Start
1481.5990305999992,0.7121,47.26,66.37,0,Baseline_EO_Start
1481.9156432999991,0.3889,54.80,140.93,0,Baseline_EO_Start
1482.206786599999,0.3244,83.24,256.56,0,Baseline_EO_Start
1482.5140466999992,0.3466,105.92,305.58,0,Baseline_EO_Start
1482.8423435999991,0.5222,109.46,209.61,0,Baseline_EO_Start
1483.112519699999,0.8053,93.10,115.61,0,Baseline_EO_Start
1483.4139272999992,1.1769,74.94,63.67,0,Baseline_EO_Start
1483.723890599999,1.5024,75.06,49.96,0,Baseline_EO_Start
1484.0494704999992,1.1641,91.60,78.68,0,Baseline_EO_Start
1484.3485549999991,0.8991,107.92,120.03,0,Baseline_EO_Start
1484.6622585999992,1.0385,155.25,149.49,0,Baseline_EO_Start
1484.9543225999992,1.1605,189.74,163.49,0,Baseline_EO_Start
1485.2647597999992,0.8211,137.28,167.19,0,Baseline_EO_Start
1485.5505713999992,0.4854,68.69,141.52,0,Baseline_EO_Start
1485.873373299999,0.4890,46.00,94.06,0,Baseline_EO_Start
1486.185625399999,0.5369,54.73,101.94,0,Baseline_EO_Start
1486.478853699999,0.4308,86.77,201.43,0,Baseline_EO_Start
1486.789101099999,0.3962,142.24,359.01,0,Baseline_EO_Start
1487.077021399999,0.3929,154.91,394.25,0,Baseline_EO_Start
1487.390661699999,0.5122,142.03,277.30,0,Baseline_EO_Start
1487.705844699999,1.0211,192.14,188.17,0,Baseline_EO_Start
1487.992531699999,1.2505,218.39,174.65,0,Baseline_EO_Start
1488.308864099999,1.1737,147.04,125.28,0,Baseline_EO_Start
1488.597340799999,1.2067,75.15,62.28,0,Baseline_EO_Start
1488.9160144999992,0.9672,43.51,44.99,0,Baseline_EO_Start
1489.1965734999992,0.3254,28.00,86.04,0,Baseline_EO_Start
1489.5170211999991,0.1720,27.14,157.76,0,Baseline_EO_Start
1489.792668799999,0.2526,45.42,179.82,0,Baseline_EO_Start
1490.111595499999,0.4438,67.81,152.80,0,Baseline_EO_Start
1490.443901899999,0.6165,71.47,115.94,0,Baseline_EO_Start
1490.7402356999992,0.8529,77.51,90.87,0,Baseline_EO_Start
1491.052376399999,1.2722,95.31,74.92,0,Baseline_EO_Start
1491.335881799999,1.5770,103.70,65.76,0,Baseline_EO_Start
1491.6206765999991,1.0131,97.47,96.21,0,Baseline_EO_Start
1491.941521599999,0.4000,80.68,201.69,0,Baseline_EO_Start
1492.254508599999,0.2943,81.53,277.04,0,Baseline_EO_Start
1492.5415756999992,0.3143,91.39,290.74,0,Baseline_EO_Start
1492.857156999999,0.2704,90.19,333.49,0,Baseline_EO_Start
1493.159031299999,0.2330,79.78,342.42,0,Baseline_EO_Start
1493.459683399999,0.3022,71.17,235.50,0,Baseline_EO_Start
1493.7425160999992,0.5451,81.27,149.09,0,Baseline_EO_Start
1494.0599499999992,0.5945,80.75,135.83,0,Baseline_EO_Start
1494.3905938999992,0.5347,65.85,123.16,0,Baseline_EO_Start
1494.702410899999,0.7730,73.21,94.71,0,Baseline_EO_Start
1494.9852354999991,0.9512,85.52,89.91,0,Baseline_EO_Start
1495.3113346999992,0.8518,79.23,93.01,0,Baseline_EO_Start
1495.594002099999,0.7337,60.55,82.52,0,Baseline_EO_Start
1495.9125798999992,0.8742,77.48,88.63,0,Baseline_EO_Start
1496.1934701999992,0.9888,105.05,106.24,0,Baseline_EO_Start
1496.490682099999,0.7738,98.58,127.40,0,Baseline_EO_Start
1496.812534299999,0.4278,83.91,196.12,0,Baseline_EO_Start
1497.136594499999,0.2589,65.49,252.93,0,Baseline_EO_Start
1497.420403999999,0.1761,43.02,244.34,0,Baseline_EO_Start
1497.7298781999991,0.1900,39.39,207.36,0,Baseline_EO_Start
1498.015561799999,0.3228,55.54,172.07,0,Baseline_EO_Start
1498.3432644999991,0.5969,89.62,150.14,0,Baseline_EO_Start
1498.6495605999992,0.7924,119.42,150.71,0,Baseline_EO_Start
1498.937872799999,0.8015,120.65,150.53,0,Baseline_EO_Start
1499.254605399999,0.6299,100.75,159.96,0,Baseline_EO_Start
1499.5395079999992,0.4912,78.41,159.63,0,Baseline_EO_Start
1499.8586851999992,0.4028,64.95,161.25,0,Baseline_EO_Start
1500.136441399999,0.4115,82.19,199.74,0,Baseline_EO_Start
1500.455392399999,0.5563,117.83,211.81,0,Baseline_EO_Start
1500.783524099999,0.9284,169.48,182.55,0,Baseline_EO_Start
1501.060898299999,1.0479,197.54,188.51,0,Baseline_EO_Start
1501.3891881999991,0.6209,154.91,249.47,0,Baseline_EO_Start
1501.699617799999,0.3760,123.90,329.51,0,Baseline_EO_Start
1501.9823397999992,0.4139,141.34,341.48,0,Baseline_EO_Start
1502.3035238999992,0.4839,124.39,257.05,0,Baseline_EO_Start
1502.602350399999,0.5876,98.06,166.86,0,Baseline_EO_Start
1502.882477899999,0.8111,104.55,128.90,0,Baseline_EO_Start
1503.195247899999,0.8268,93.92,113.59,0,Baseline_EO_Start
1503.5243211999991,0.5460,65.04,119.11,0,Baseline_EO_Start
1503.801472999999,0.4072,57.96,142.31,0,Baseline_EO_Start
1504.129297799999,0.4691,74.68,159.19,0,Baseline_EO_Start
1504.400284799999,0.8200,121.17,147.76,0,Baseline_EO_Start
1504.731508999999,1.6073,200.22,124.56,0,Baseline_EO_Start
1505.042827799999,1.9030,204.48,107.45,0,Baseline_EO_Start
1505.333428099999,1.4319,137.51,96.03,0,Baseline_EO_Start
1505.645169399999,0.7984,80.00,100.20,0,Baseline_EO_Start
1505.9336567999992,0.4853,73.48,151.42,0,Baseline_EO_Start
1506.243264899999,0.3882,88.12,227.02,0,Baseline_EO_Start
1506.5730265999991,0.4883,125.26,256.52,0,Baseline_EO_Start
1506.8443874999991,0.7042,180.90,256.91,0,Baseline_EO_Start
1507.1753517999991,0.7833,207.48,264.87,0,Baseline_EO_Start
1507.4909983999992,0.5001,148.30,296.57,0,Baseline_EO_Start
1507.781255399999,0.2778,86.51,311.40,0,Baseline_EO_Start
1508.098975999999,0.3083,79.23,257.04,0,Baseline_EO_Start
1508.375357599999,0.5553,109.29,196.82,0,Baseline_EO_Start
1508.679202799999,0.5649,104.70,185.36,0,Baseline_EO_Start
1508.987422299999,0.3749,80.84,215.62,0,Baseline_EO_Start
1509.2753711999992,0.5441,127.38,234.10,0,Baseline_EO_Start
1509.5938494999991,0.7996,188.22,235.40,0,Baseline_EO_Start
1509.924692999999,0.6228,135.67,217.83,0,Baseline_EO_Start
1510.191447299999,0.3838,75.08,195.62,0,Baseline_EO_Start
1510.5248769999992,0.4859,89.52,184.22,0,Baseline_EO_Start
1510.834732999999,0.7488,130.77,174.64,0,Baseline_EO_Start
1511.119640299999,0.7145,121.37,169.86,0,Baseline_EO_Start
1511.4410298999992,0.5758,105.64,183.47,0,Baseline_EO_Start
1511.7538402999992,0.7840,144.91,184.82,0,Baseline_EO_Start
1512.036739699999,0.8404,158.81,188.96,0,Baseline_EO_Start
1512.358982299999,0.5549,132.72,239.17,0,Baseline_EO_Start
1512.6417763999991,0.3683,107.07,290.75,0,Baseline_EO_Start
1512.9654042999991,0.2737,90.88,332.10,0,Baseline_EO_Start
1513.250074399999,0.3416,115.36,337.70,0,Baseline_EO_Start
1513.560926999999,0.5359,155.51,290.21,0,Baseline_EO_Start
1513.840803799999,0.6304,141.71,224.80,0,Baseline_EO_Start
1514.1695757999992,0.5232,87.68,167.60,0,Baseline_EO_Start
1514.464027499999,0.4949,60.54,122.33,0,Baseline_EO_Start
1514.780407299999,0.8855,78.06,88.15,0,Baseline_EO_Start
1515.073279199999,1.3126,100.85,76.83,0,Baseline_EO_Start
1515.393606699999,1.3438,99.87,74.32,0,Baseline_EO_Start
1515.7138312999991,1.5599,174.38,111.79,0,Baseline_EO_End
1515.9855157999991,3.6070,575.72,159.61,0,Baseline_EO_End
1516.3174245999992,5.5029,1141.22,207.38,0,Baseline_EO_End
1516.628270599999,3.8173,1046.80,274.22,0,Baseline_EO_End
1516.913948699999,2.1260,564.51,265.53,0,Baseline_EO_End
1517.229970999999,1.1495,192.66,167.60,0,Baseline_EC_Start
1517.5199857999992,0.8060,105.06,130.35,0,Baseline_EC_Start
1517.831850799999,0.7178,153.82,214.31,0,Baseline_EC_Start
1518.1152746999992,0.6028,194.75,323.07,0,Baseline_EC_Start
1518.4311447999992,0.4694,153.71,327.45,0,Baseline_EC_Start
1518.747070699999,0.5516,133.04,241.18,0,Baseline_EC_Start
1519.036535499999,0.7018,147.95,210.82,0,Baseline_EC_Start
1519.3578401999991,0.6170,148.79,241.16,0,Baseline_EC_Start
1519.633686599999,0.4832,130.88,270.84,0,Baseline_EC_Start
1519.950838299999,-1.0000,0.00,0.00,1,Baseline_EC_Start
1520.276736199999,-1.0000,0.00,0.00,1,Baseline_EC_Start
1520.579754699999,-1.0000,0.00,0.00,1,Baseline_EC_Start
1520.871344899999,-1.0000,0.00,0.00,1,Baseline_EC_Start
1521.162513299999,-1.0000,0.00,0.00,1,Baseline_EC_Start
1521.462923699999,-1.0000,0.00,0.00,1,Baseline_EC_Start
1521.7784583999992,0.5061,156.56,309.35,0,Baseline_EC_Start
1522.096244699999,0.6518,177.51,272.34,0,Baseline_EC_Start
1522.386065399999,0.5170,136.65,264.29,0,Baseline_EC_Start
1522.7024566999992,0.3729,127.44,341.71,0,Baseline_EC_Start
1522.983249599999,0.4596,169.73,369.34,0,Baseline_EC_Start
1523.294757299999,0.6808,186.56,274.01,0,Baseline_EC_Start
1523.626947499999,1.1786,206.91,175.55,0,Baseline_EC_Start
1523.904033199999,1.6782,240.06,143.04,0,Baseline_EC_Start
1524.228583399999,1.4210,196.73,138.44,0,Baseline_EC_Start
1524.496670299999,0.5458,117.31,214.94,0,Baseline_EC_Start
1524.827561499999,0.1974,76.62,388.12,0,Baseline_EC_Start
1525.146757899999,0.1845,84.31,456.96,0,Baseline_EC_Start
1525.425523299999,0.2356,86.44,366.90,0,Baseline_EC_Start
1525.7467892999991,0.2639,71.88,272.33,0,Baseline_EC_Start
1526.0336166999991,0.2462,78.52,318.88,0,Baseline_EC_Start
1526.367408499999,0.3019,130.67,432.78,0,Baseline_EC_Start
1526.6530515999991,0.4924,207.90,422.25,0,Baseline_EC_Start
1526.9692350999992,0.7017,261.12,372.13,0,Baseline_EC_Start
1527.256111699999,0.6995,235.49,336.64,0,Baseline_EC_Start
1527.5782769999992,0.7357,203.71,276.89,0,Baseline_EC_Start
1527.862423699999,0.7466,193.82,259.59,0,Baseline_EC_Start
1528.173974799999,0.4084,142.55,349.02,0,Baseline_EC_Start
1528.492631499999,0.2167,92.45,426.72,0,Baseline_EC_Start
1528.771731999999,0.2382,92.60,388.78,0,Baseline_EC_Start
1529.0906350999992,0.3715,116.87,314.60,0,Baseline_EC_Start
1529.3780734999991,0.4565,129.99,284.77,0,Baseline_EC_Start
1529.699096399999,0.6122,151.61,247.66,0,Baseline_EC_Start
1529.982349399999,0.7105,168.08,236.55,0,Baseline_EC_Start
1530.292620899999,0.5847,156.88,268.30,0,Baseline_EC_Start
1530.587652599999,0.4200,112.17,267.05,0,Baseline_EC_Start
1530.9027360999992,0.2025,51.99,256.73,0,Baseline_EC_Start
1531.2277720999991,0.1377,45.42,329.84,0,Baseline_EC_Start
1531.500502999999,0.2272,88.94,391.56,0,Baseline_EC_Start
1531.8213633999992,0.4087,146.30,357.93,0,Baseline_EC_Start
1532.140498599999,0.4793,131.28,273.88,0,Baseline_EC_Start
1532.4399391999991,0.5531,111.71,201.99,0,Baseline_EC_Start
1532.716871999999,0.9058,134.23,148.19,0,Baseline_EC_Start
1533.0441864999991,1.1637,141.58,121.67,0,Baseline_EC_Start
1533.364264399999,0.8332,123.66,148.42,0,Baseline_EC_Start
1533.6585324999992,0.4682,120.75,257.90,0,Baseline_EC_Start
1533.977492499999,0.2958,145.63,492.30,0,Baseline_EC_Start
1534.258378299999,0.2870,170.90,595.53,0,Baseline_EC_Start
1534.579935899999,0.2775,148.55,535.38,0,Baseline_EC_Start
1534.8851823999992,0.1986,110.92,558.62,0,Baseline_EC_Start
1535.171371899999,0.1728,101.71,588.71,0,Baseline_EC_Start
1535.488600299999,0.2158,95.03,440.46,0,Baseline_EC_Start
1535.7655287999992,0.3665,105.44,287.65,0,Baseline_EC_Start
1536.0877673999992,0.6671,161.67,242.36,0,Baseline_EC_Start
1536.414026099999,0.7691,212.98,276.92,0,Baseline_EC_Start
1536.703163999999,0.6085,198.23,325.79,0,Baseline_EC_Start
1537.022299499999,0.4642,154.19,332.15,0,Baseline_EC_Start
