Level,TotalBalls,Targets,Speed,Correct,Wrong,Accuracy,TAR_Median,ResponseTime(s)
1,6,2,2.50,2,0,1.00,1.11,11.32
2,7,3,2.50,3,0,1.00,1.24,18.39
3,8,4,2.50,3,1,0.75,0.99,23.90
4,8,4,2.60,2,2,0.50,0.92,20.18
5,8,4,2.20,3,1,0.75,1.01,23.84
6,8,4,2.30,3,1,0.75,0.85,26.19
7,8,4,2.40,4,0,1.00,0.57,27.69
8,8,4,2.70,4,0,1.00,1.25,22.06
