Level,TotalBalls,Targets,Speed,Correct,Wrong,Accuracy,TAR_Median,ResponseTime(s)
1,4,1,1.00,1,0,1.00,1.28,7.41
2,6,2,1.50,2,0,1.00,1.10,7.99
3,6,2,2.00,2,0,1.00,1.35,7.38
4,8,3,2.00,3,0,1.00,0.98,7.51
5,8,3,2.50,3,0,1.00,0.90,8.21
6,10,3,2.50,3,0,1.00,1.45,7.34
7,10,4,3.00,4,0,1.00,0.82,10.76
8,12,5,3.50,5,0,1.00,1.02,11.74
