Level,TotalBalls,Targets,Speed,Correct,Wrong,Accuracy,TAR_Median,ResponseTime(s)
1,4,1,1.00,1,0,1.00,0.31,12.55
2,6,2,1.50,2,0,1.00,0.43,16.16
3,6,2,2.00,2,0,1.00,0.28,18.01
4,8,3,2.00,3,0,1.00,0.41,22.08
5,8,3,2.50,3,0,1.00,0.48,16.69
6,10,3,2.50,3,0,1.00,0.35,20.13
7,10,4,3.00,2,2,0.50,0.30,29.18
8,12,5,3.50,2,3,0.40,0.49,37.75
