Level,TotalBalls,Targets,Speed,Correct,Wrong,Accuracy,TAR_Median,ResponseTime(s)
1,6,2,2.50,2,0,1.00,0.60,5.41
2,8,3,2.80,3,0,1.00,0.89,6.57
3,9,4,2.80,4,0,1.00,0.61,11.41
4,11,5,3.10,3,2,0.60,0.58,19.95
5,9,4,2.60,4,0,1.00,0.64,8.30
6,11,5,2.90,5,0,1.00,0.81,9.03
7,12,5,3.20,4,1,0.80,0.82,9.16
8,12,5,3.20,4,1,0.80,0.73,7.99
