Level,TotalBalls,Targets,Speed,Correct,Wrong,Accuracy,TAR_Median,ResponseTime(s)
1,4,1,1.00,1,0,1.00,1.05,6.11
2,6,2,1.50,2,0,1.00,0.63,11.86
3,6,2,2.00,2,0,1.00,0.85,5.37
4,8,3,2.00,3,0,1.00,0.61,7.03
5,8,3,2.50,3,0,1.00,1.06,6.10
6,10,3,2.50,3,0,1.00,1.05,5.90
7,10,4,3.00,4,0,1.00,0.68,7.35
8,12,5,3.50,3,2,0.60,0.96,8.93
