Level,TotalBalls,Targets,Speed,Correct,Wrong,Accuracy,TAR_Median,ResponseTime(s)
1,4,1,1.00,1,0,1.00,0.30,4.44
2,6,2,1.50,2,0,1.00,0.56,5.68
3,6,2,2.00,2,0,1.00,0.54,5.22
4,8,3,2.00,3,0,1.00,0.74,5.88
5,8,3,2.50,2,1,0.67,0.49,6.02
6,10,3,2.50,3,0,1.00,0.46,6.28
7,10,4,3.00,3,1,0.75,0.67,7.63
8,12,5,3.50,4,1,0.80,0.44,7.15
