Level,TotalBalls,Targets,Speed,Correct,Wrong,Accuracy,TAR_Median,ResponseTime(s)
1,4,1,1.00,1,0,1.00,0.53,4.41
2,6,2,1.50,2,0,1.00,0.64,4.87
3,6,2,2.00,2,0,1.00,0.23,6.23
4,8,3,2.00,3,0,1.00,0.38,6.09
5,8,3,2.50,3,0,1.00,0.26,5.36
6,10,3,2.50,3,0,1.00,0.30,5.58
7,10,4,3.00,2,2,0.50,0.27,6.72
8,12,5,3.50,4,1,0.80,0.76,13.33
