Level,TotalBalls,Targets,Speed,Correct,Wrong,Accuracy,TAR_Median,ResponseTime(s)
1,6,2,2.50,2,0,1.00,1.56,8.55
2,7,3,2.50,3,0,1.00,1.12,7.48
3,9,4,2.80,4,0,1.00,0.98,7.94
4,11,5,3.10,5,0,1.00,0.96,10.87
5,12,5,3.40,2,3,0.40,0.82,12.00
6,10,4,2.90,4,0,1.00,0.74,8.02
7,12,5,3.20,4,1,0.80,0.67,10.70
8,12,5,3.20,3,2,0.60,0.72,10.59
