Level,TotalBalls,Targets,Speed,Correct,Wrong,Accuracy,TAR_Median,ResponseTime(s)
1,6,2,2.50,2,0,1.00,0.68,10.74
2,8,3,2.80,3,0,1.00,0.68,10.06
3,10,4,3.10,2,2,0.50,0.75,8.55
4,8,3,2.60,3,0,1.00,0.90,7.06
5,10,4,2.90,4,0,1.00,0.79,7.76
6,12,5,3.20,3,2,0.60,0.66,8.40
7,10,4,2.70,4,0,1.00,0.60,8.89
8,12,5,3.00,2,3,0.40,0.69,8.38
